"id","language","title","description","path_id","search_vector"
161,"en","Beginner workout plan","This is a basic workout plan for someone who wants to look and feel more fit. You can adjust the scheduling to fit with your free time, but as long as you stay diligent and work hard, you'll be feeling and looking great in no time. 

If you are inexperienced, check out the link below for a list of exercises and descriptions on how to do them. You can also search for tutorials on Google and YouTube if you are still unsure.

https://www.liftlearngrow.com/blog-page/100-best-exercises-list

Things you might need: 
Gym access
One hour of free time
A friend or workout buddy
At least 7 hours of sleep each night
A well balanced diet - nothing crazy, just avoid fast food and high-sugar products.",166,"'/blog-page/100-best-exercises-list':89B '7':108B 'access':95B 'adjust':22B 'also':74B 'avoid':121B 'balanc':116B 'basic':7B 'beginn':1A 'buddi':105B 'check':55B 'crazi':119B 'descript':66B 'diet':117B 'dilig':37B 'exercis':64B 'fast':122B 'feel':17B,44B 'fit':19B,26B 'food':123B 'free':29B,99B 'friend':102B 'googl':79B 'great':47B 'gym':94B 'hard':40B 'high':126B 'high-sugar':125B 'hour':97B,109B 'inexperienc':54B 'least':107B 'link':58B 'list':62B 'll':42B 'long':33B 'look':15B,46B 'might':92B 'need':93B 'night':113B 'noth':118B 'one':96B 'plan':3A,9B 'product':128B 'schedul':24B 'search':75B 'sleep':111B 'someon':11B 'stay':36B 'still':85B 'sugar':127B 'thing':90B 'time':30B,50B,100B 'tutori':77B 'unsur':86B 'want':13B 'well':115B 'work':39B 'workout':2A,8B,104B 'www.liftlearngrow.com':88B 'www.liftlearngrow.com/blog-page/100-best-exercises-list':87B 'youtub':81B"
526,"en","How to speak up for yourself","Speaking up is hard to do, even when you know you should. Learn how to assert yourself, navigate tricky social situations and expand your power with guidance from social psychologist Adam Galinsky.",570,"'adam':34B 'assert':19B 'even':10B 'expand':26B 'galinski':35B 'guidanc':30B 'hard':7B 'know':13B 'learn':16B 'navig':21B 'power':28B 'psychologist':33B 'situat':24B 'social':23B,32B 'speak':3A,4B 'tricki':22B"
435,"en","How to find the right job using LinkedIn","Here are some helpful tips for finding the right job for you on LinkedIn.",474,"'find':3A,15B 'help':12B 'job':6A,18B 'linkedin':8A,22B 'right':5A,17B 'tip':13B 'use':7A"
549,"en","How to use your government insurance","Are you looking to use your insurance but not sure how to go about? Learn more about the universal health care system for accessing your government insurance.",593,"'access':30B 'care':27B 'go':19B 'govern':5A,32B 'health':26B 'insur':6A,13B,33B 'learn':21B 'look':9B 'sure':16B 'system':28B 'univers':25B 'use':3A,11B"
118,"en","How to spend âdeadtimeâ more efficiently","The term ""dead time"" is misleading. The breaths of air we encounter in our ever busy lives, seem like they should be used for relaxation and fun. For the longest time, I believed this too. My breaks were filled with hanging out with friends and playing video games into the early hours of the morning. However, as I got older and life became more serious, I noticed a trend. When school would resume, I would find doing work to take way more effort than before. The work ethic habits I had painstakingly created over the last school year had to be made again. 

It was like the deadtime I enjoyed had set my brain into relaxation mode, and it had to be woken up. The summer after my 16th birthday, my parents encouraged me to find a job. Since pizza was my favorite food at the time, I thought it would be fun to get a job at a pizzeria. It was not. However, the transition back into school seemed easier than ever before, and I felt accomplished at the end of the summer. 

From that summer forward, I made sure to spend my breaks working and learning new skills. While relaxing and having fun is important, deadtime should not be seen as a time to do only that. Rather, deadtime should be seen as the time for opportunity and freedom to push towards dreams and aspirations. If you want to turn deadtime into something productive, great. My plan involves various ways you use deadtime to create good habits, learn new skills, and pursue intriguing interests.",123,"'16th':135B 'accomplish':184B 'air':16B 'aspir':243B 'back':173B 'becam':69B 'believ':39B 'birthday':136B 'brain':120B 'break':43B,201B 'breath':14B 'busi':22B 'creat':99B,263B 'dead':9B 'deadtim':4A,114B,214B,227B,249B,261B 'dream':241B 'earli':57B 'easier':177B 'effici':6A 'effort':89B 'encount':18B 'encourag':139B 'end':187B 'enjoy':116B 'ethic':94B 'ever':21B,179B 'favorit':149B 'felt':183B 'fill':45B 'find':82B,142B 'food':150B 'forward':194B 'freedom':237B 'friend':50B 'fun':33B,159B,211B 'game':54B 'get':161B 'good':264B 'got':65B 'great':253B 'habit':95B,265B 'hang':47B 'hour':58B 'howev':62B,170B 'import':213B 'interest':272B 'intrigu':271B 'involv':256B 'job':144B,163B 'last':102B 'learn':204B,266B 'life':68B 'like':25B,112B 'live':23B 'longest':36B 'made':108B,196B 'mislead':12B 'mode':123B 'morn':61B 'new':205B,267B 'notic':73B 'older':66B 'opportun':235B 'painstak':98B 'parent':138B 'pizza':146B 'pizzeria':166B 'plan':255B 'play':52B 'product':252B 'pursu':270B 'push':239B 'rather':226B 'relax':31B,122B,208B 'resum':79B 'school':77B,103B,175B 'seem':24B,176B 'seen':218B,230B 'serious':71B 'set':118B 'sinc':145B 'skill':206B,268B 'someth':251B 'spend':3A,199B 'summer':132B,190B,193B 'sure':197B 'take':86B 'term':8B 'thought':155B 'time':10B,37B,153B,221B,233B 'toward':240B 'transit':172B 'trend':75B 'turn':248B 'use':29B,260B 'various':257B 'video':53B 'want':246B 'way':87B,258B 'woken':129B 'work':84B,93B,202B 'would':78B,81B,157B 'year':104B"
144,"en","Time management for online learning","Northeastern University provides steps for the virtual learner to take to maximize their time.

Full article: https://www.northeastern.edu/graduate/blog/time-management-tips-online-students/",149,"'/graduate/blog/time-management-tips-online-students/':24B 'articl':21B 'full':20B 'learn':5A 'learner':13B 'manag':2A 'maxim':17B 'northeastern':6B 'onlin':4A 'provid':8B 'step':9B 'take':15B 'time':1A,19B 'univers':7B 'virtual':12B 'www.northeastern.edu':23B 'www.northeastern.edu/graduate/blog/time-management-tips-online-students/':22B"
436,"en","How to build your LinkedIn network","Here are some helpful tips for learning how to build your network on LinkedIn.",475,"'build':3A,16B 'help':10B 'learn':13B 'linkedin':5A,20B 'network':6A,18B 'tip':11B"
164,"en","Effectively managing your time on social media","Socializing has never been easier, but is it too easy? Today youâre able to look down at your phone and talk to almost anyone. This ability grants you the huge potential to meet new people and stay in touch with old friends, but it also grants you the potential to waste time. Iâm making this guide because I had a problem with the latter. Iâd be in bed by 9:30pm but end up sleeping at 11 because one person on my Snapchat kept responding. Iâd plan to take a 5-minute break from homework but end up looking at my Instagram for an hour. I was constantly tired and behind schedule and knew this had to change.

If you find yourself in a similar situation, read on. My plan involves different ways to limit the time you spend on social media and ways to make staying off social media easier.",169,"'11':87B '30pm':81B '5':102B '9':80B 'abil':34B 'abl':21B 'almost':31B 'also':53B 'anyon':32B 'bed':78B 'behind':122B 'break':104B 'chang':129B 'constant':119B 'd':75B,97B 'differ':143B 'easi':17B 'easier':12B,162B 'effect':1A 'end':83B,108B 'find':132B 'friend':50B 'grant':35B,54B 'guid':65B 'homework':106B 'hour':116B 'huge':38B 'instagram':113B 'involv':142B 'kept':94B 'knew':125B 'latter':73B 'limit':146B 'look':23B,110B 'm':62B 'make':63B,157B 'manag':2A 'media':7A,153B,161B 'meet':41B 'minut':103B 'never':10B 'new':42B 'old':49B 'one':89B 'peopl':43B 'person':90B 'phone':27B 'plan':98B,141B 'potenti':39B,57B 'problem':70B 're':20B 'read':138B 'respond':95B 'schedul':123B 'similar':136B 'situat':137B 'sleep':85B 'snapchat':93B 'social':6A,8B,152B,160B 'spend':150B 'stay':45B,158B 'take':100B 'talk':29B 'time':4A,60B,148B 'tire':120B 'today':18B 'touch':47B 'wast':59B 'way':144B,155B"
724,"en","plan2","plan2",914,"'plan2':1A,2B"
739,"en","Health 3","Health 3",929,"'3':2A,4B 'health':1A,3B"
760,"en","nana","nana",953,"'nana':1A,2B"
776,"en","Tree plans","this is title of the plan",975,"'plan':2A,8B 'titl':5B 'tree':1A"
790,"en","my plan 1","this is description",992,"'1':3A 'descript':6B 'plan':2A"
802,"en","Test Skipped","Testing Skipped",1017,"'skip':2A,4B 'test':1A,3B"
812,"en","health awareness","test",1027,"'awar':2A 'health':1A 'test':3B"
176,"en","Four mental and physical health tips","Students attending college right now are facing challenges unknown to previous generations. With the presence of Covid-19 still impacting the educational experiences of students, many are wondering how to stay healthy during college. Thankfully, students can adopt several habits to stay healthy during college, no matter where they are learning. Here are four tips that can help you maintain mental, physical, and spiritual health every day and during times of heightened stress.

Link to full article: https://www.apu.edu/articles/stay-healthy-during-college-5-mental-physical-and-spiritual-tips/",181,"'-19':24B '/articles/stay-healthy-during-college-5-mental-physical-and-spiritual-tips/':86B 'adopt':44B 'articl':83B 'attend':8B 'challeng':14B 'colleg':9B,40B,51B 'covid':23B 'day':73B 'educ':28B 'everi':72B 'experi':29B 'face':13B 'four':1A,60B 'full':82B 'generat':18B 'habit':46B 'health':5A,71B 'healthi':38B,49B 'heighten':78B 'help':64B 'impact':26B 'learn':57B 'link':80B 'maintain':66B 'mani':32B 'matter':53B 'mental':2A,67B 'physic':4A,68B 'presenc':21B 'previous':17B 'right':10B 'sever':45B 'spiritu':70B 'stay':37B,48B 'still':25B 'stress':79B 'student':7B,31B,42B 'thank':41B 'time':76B 'tip':6A,61B 'unknown':15B 'wonder':34B 'www.apu.edu':85B 'www.apu.edu/articles/stay-healthy-during-college-5-mental-physical-and-spiritual-tips/':84B"
219,"en","Reading strategies","Knowing what you need to get out of your reading will help you choose the appropriate learning strategy and set your reading speed. The appropriate choice helps to maximize comprehension and reading efficiency. Having a planned reading schedule with realistic and attainable goals will ensure a successful learning outcome. The plan must consist of organization, time management, an understanding of what should be learned, consistent review and recall to monitor comprehension, and a way to assess results (ability to fluidly recall information presented in chapters read).

https://www.stmarys-ca.edu/tutorial-and-academic-skills-center/additional-resources/reading-strategies",224,"'/tutorial-and-academic-skills-center/additional-resources/reading-strategies':91B 'abil':80B 'appropri':18B,27B 'assess':78B 'attain':44B 'chapter':87B 'choic':28B 'choos':16B 'comprehens':32B,73B 'consist':55B,67B 'effici':35B 'ensur':47B 'fluid':82B 'get':8B 'goal':45B 'help':14B,29B 'inform':84B 'know':3B 'learn':19B,50B,66B 'manag':59B 'maxim':31B 'monitor':72B 'must':54B 'need':6B 'organ':57B 'outcom':51B 'plan':38B,53B 'present':85B 'read':1A,12B,24B,34B,39B,88B 'realist':42B 'recal':70B,83B 'result':79B 'review':68B 'schedul':40B 'set':22B 'speed':25B 'strategi':2A,20B 'success':49B 'time':58B 'understand':61B 'way':76B 'www.stmarys-ca.edu':90B 'www.stmarys-ca.edu/tutorial-and-academic-skills-center/additional-resources/reading-strategies':89B"
229,"en","Five simple tips for fitness success","Congratulations on taking a forward step to get in shape and feel great. Many people are guilty of wishing they could get a sculpted body from eating junk food and watching TV all day. But that is just not going to happen. Even though getting in shape sounds like a long, time-wasting process, the effort put towards being in shape has many positive effects. If you want to start your journey to having a better body to feel great, here are some tips:

https://www.active.com/fitness/articles/5-simple-tips-for-fitness-success",234,"'/fitness/articles/5-simple-tips-for-fitness-success':94B 'better':83B 'bodi':31B,84B 'congratul':7B 'could':27B 'day':40B 'eat':33B 'effect':72B 'effort':63B 'even':49B 'feel':18B,86B 'fit':5A 'five':1A 'food':35B 'forward':11B 'get':14B,28B,51B 'go':46B 'great':19B,87B 'guilti':23B 'happen':48B 'journey':79B 'junk':34B 'like':55B 'long':57B 'mani':20B,70B 'peopl':21B 'posit':71B 'process':61B 'put':64B 'sculpt':30B 'shape':16B,53B,68B 'simpl':2A 'sound':54B 'start':77B 'step':12B 'success':6A 'take':9B 'though':50B 'time':59B 'time-wast':58B 'tip':3A,91B 'toward':65B 'tv':38B 'want':75B 'wast':60B 'watch':37B 'wish':25B 'www.active.com':93B 'www.active.com/fitness/articles/5-simple-tips-for-fitness-success':92B"
725,"en","Sleepless nights","The issue of tough sleep is prevalent these days, person who are affected by CORONA are facing difficulties in sleep",915,"'affect':15B 'corona':17B 'day':11B 'difficulti':20B 'face':19B 'issu':4B 'night':2A 'person':12B 'preval':9B 'sleep':7B,22B 'sleepless':1A 'tough':6B"
265,"en","Changing majors at Cal Poly","Many students go through a change of major during their time in college, it's a lot more normal than you may think. Don't feel obligated to stay in the major you entered your university with, take the time to explore your interests, and make the switch if you don't find your current major fulfilling. If you are looking into changing majors at Cal Poly, here are some things to know. 

Here's the link to Cal Poly's General Change of Major Policy:

http://catalog.calpoly.edu/academicstandardsandpolicies/otherinformation/#ChangeofMajor",274,"'/academicstandardsandpolicies/otherinformation/#changeofmajor':94B 'cal':4A,71B,84B 'catalog.calpoly.edu':93B 'catalog.calpoly.edu/academicstandardsandpolicies/otherinformation/#changeofmajor':92B 'chang':1A,11B,68B,88B 'colleg':18B 'current':60B 'enter':39B 'explor':47B 'feel':31B 'find':58B 'fulfil':62B 'general':87B 'go':8B 'interest':49B 'know':78B 'link':82B 'look':66B 'lot':22B 'major':2A,13B,37B,61B,69B,90B 'make':51B 'mani':6B 'may':27B 'normal':24B 'oblig':32B 'poli':5A,72B,85B 'polici':91B 'stay':34B 'student':7B 'switch':53B 'take':43B 'thing':76B 'think':28B 'time':16B,45B 'univers':41B"
574,"en","How to identify symptoms of panic disorder","Panic disorder is a mental disorder that affects about 2% of people between the ages of 15 and 24 years old. This plan will teach you about the symptoms of this condition and resources for getting help.

Please note: This plan is for self-education purposes only. It is NOT designed to provide or replace professional mental health support or emergency services.",618,"'15':24B '2':17B '24':26B 'affect':15B 'age':22B 'condit':39B 'design':59B 'disord':7A,9B,13B 'educ':53B 'emerg':69B 'get':43B 'health':66B 'help':44B 'identifi':3A 'mental':12B,65B 'note':46B 'old':28B 'panic':6A,8B 'peopl':19B 'plan':30B,48B 'pleas':45B 'profession':64B 'provid':61B 'purpos':54B 'replac':63B 'resourc':41B 'self':52B 'self-educ':51B 'servic':70B 'support':67B 'symptom':4A,36B 'teach':32B 'year':27B"
